Company,Title,Original Price,Current Price,Number of Reviews
탱글엔젤,탱글엔젤 프로 브러쉬 4종 택1,"29,000","21,900",999+
콜게이트,콜게이트 맥시멈 캐비티 프로텍션 쿨민트 치약 100g,"3,900","3,100",999+
화이트,[대용량] 화이트 순한순면 생리대 4팩 3종 택 1 (라이너 롱 40개입 / 일반 48개입 / 슬림중형 16개입),"21,800","11,990",999+
맥,MAC 락드 키스 24아워 립스틱,"48,000","40,800",25
아이디얼포맨,아이디얼 포맨 퍼펙트올인원 탄력크림 기획세트 (퍼펙트 스킨 31ml 증정),"30,000","24,000",999+
뷰티리더,뷰티리더 스케치 아이브로우,"6,000","4,800",999+
피캄,피캄 베리어 사이클 락토P 토너 패드 60매,"26,500","23,800",126
라운드어라운드,라운드어라운드 포레스트 센티드 바디 로션/워시 2종 택1,"22,000","15,400",130
우르오스,우르오스 스킨로션 200ml,"29,700","23,700",999+
우르오스,우르오스 스킨밀크 200ml,"29,700","23,700",999+
라우쉬,라우쉬 컨디셔너 200ml 5종 택1 (스위스허벌/윌로우바크/콜츠푸트/아보카도/아마란스),"26,000","21,500",590
르멘트,[NEW] [리뉴얼] 르멘트 반짝임 케어 다즐링 하드너 14ml,"18,000","15,300",278
바비브라운,바비 브라운 엑스트라 립 틴트,"47,000","39,950",999+
라우쉬,라우쉬 오리지널 헤어 팅크처 200ml 기획 (힘없는 모근 모발),"47,000","39,900",714
이지엔,NEW) 이지엔 하이라이트 헤어블리치 블랙빼기,"9,900","6,930",59
라끌랑,라끌랑 쫀쫀밀착 비비옴므,"26,000","23,400",186
마몽드,[리뷰이벤트/윈터 PICK] 마몽드 포어 슈링커 바쿠치올 패드 70매 기획 (+30ml 바쿠치올 크림 증정),"26,000","23,400",5
릴리바이레드,[NEW] 릴리바이레드 스마일리 립 블렌딩 스틱 0.8g (온),"12,000","10,200",32
자일리톨스톤,자일리톨스톤 70g 4종 택 1,"7,200","6,500",259
듀이트리,[더보이즈큐포카&다꾸템증정]듀이트리 AC컨트롤 딥 그린 카밍 클레이 젤 모공팩 100ml (패드10매 증정기획),"21,000","15,120",642
브링그린,브링그린 징크테카1.2%흔적세럼25mL,"22,000","15,010",999+
더랩바이블랑두,더랩바이블랑두 그린 플라보노이드 씬진정 마스크팩 10매입,"30,000","15,000",999+
눅스,[1월올영픽/소의튜브PICK] 눅스 윌 프로디쥬스 멀티 플로럴 오일 100ml 기획 (+프리미엄 우드 괄사),"52,000","39,500",500
에이프릴스킨,에이프릴스킨 초슬림 쿠션 (본품+리필 증정),"33,000","23,100",137
인터미션,[고이진 PICK] 인터미션 레스트 업 세럼 스킨 200ml,"27,200","23,100",512
프레스샷,프레스샷 올인원 토탈 영양 앰플 10입 / 20입 중 택 1),"29,900","26,900",118
메디힐,메디힐 플라센타 에센셜 마스크 10매입,"20,000","10,000",999+
유기농본,유기농본 울트라날개 5종 택 1 (대형 / 중형 / 오버나이트),"10,600","7,900",999+
바티스트,바티스트 드라이샴푸 후레쉬 200ml,"14,500","9,900",999+
헬스헬퍼,맥스컷 버닝 400mg 60캡슐 (10일분),"17,800","9,900",756
라우쉬,라우쉬 샴푸&컨디셔너 200ml 기획 4종 택1 (스위스허벌/윌로우바크/콜츠푸트/아보카도),"39,000","35,100",123
닥터올가,닥터올가 프리미엄 선프로텍션 크림 60ml (톤업 선크림),"38,000","22,800",173
브링그린,[백현 PICK] 브링그린 티트리시카트러블수딩토너패드 90매 (+90매 리필증정 기획),"37,800","22,600",999+
브링그린,[NEW] 브링그린 쑥세라카밍모이스처토너패드 90매 (+90매리필기획),"37,800","22,600",527
우르오스,우르오스 스킨워시 500ml,"18,200","14,500",999+
바이오더마,바이오더마 아토덤 인텐시브 밤 500ml,"48,000","38,400",999+
달바,[아티스트 PICK] 달바 글로우 핏 세럼 커버 쿠션 15g,"48,000","38,400",9
메디큐브,메디큐브 슈퍼시카 앰플 40ml,"28,000","22,400",213
네이밍,네이밍 레이어드 매트 핏 쿠션 기획 (쿠션+프라이머 본품 증정),"28,000","22,400",999+
스킨푸드,[NEW] 스킨푸드 미나리 에센스 70ml,"32,000","22,400",999+
오센트,오센트 에어퍼퓸 250ml 리필 기획 2종 중 택 1 (포레스트/러브),"30,000","22,300",999+
닥터지,닥터지 레드 블레미쉬 포 맨 올인원 크림 150ml 기획세트(+30ml증정),"29,700","22,200",999+
버츠비,버츠비 틴티드 립밤 6 color,"12,000","7,800",999+
한율,[건성용]한율 부들밤 깔끔각질 모공팩 기획(+20ml +어린쑥폼32g),"27,000","22,100",999+
아크로패스,아크로패스 트러블큐어 36패치,"39,800","37,800",999+
라엘,라엘 무표백 순면 생리대 3종 택 1 (중형/대형/오버나이트),"6,400","5,760",92
락토덤,락토덤X위글위글 피부에 유익한 생보습 3종 기획,"88,000","21,900",999+
네어,네어 얼굴&비키니라인 제모 왁스스트립40매+피니싱티슈4매,"17,900","13,900",926
마몽드,[재유 공동개발][모공브러쉬 증정] 마몽드 어메이징 딥 민트 클렌징밤 90ml 단독기획,"27,000","21,600",222
비판톨,비판톨 데이케어 립스틱 4.5g 더블 기획 (꽃카 에디션),"16,200","13,800",963
키스미,[마스카라 리무버] 키스미 히로인메이크 스피디 마스카라 전용 리무버,"13,000","9,100",999+
릴리바이레드,[NEW 러브콜에디션] 릴리바이레드 러브빔 블러 치크,"13,000","9,100",999+
테라로직,테라로직 레틴에이 안티 링클 3D 크림 20g+5g,"48,000","36,900",281
씨드비,씨드비 프리미엄 물염색 3종 중 택 1,"17,000","13,600",953
츠바키,츠바키 프리미엄 리페어 워터 더블기획 (220ml +220ml),"26,600","21,200",999+
온더바디,온더바디 퓨어시카 쉐어 바디워시 1000ml 2종 택1,"14,900","8,900",999+
네이밍,네이밍 플러피 파우더 블러쉬 7colors,"15,000","13,500",999+
포인트앤,[버니키링 증정] 포인트앤 딥멜팅 소이 클렌징 밤 90ml,"17,900","13,400",256
컬러그램,컬러그램 쥬시 퐁당 틴트 8종,"9,800","8,800",999+
루나,루나 프로 포토 피니셔 블러 파우더,"28,000","21,000",999+
아크네스,아크네스 퍼펙트 솔루션 바디워시 더블 기획 (500ml+500ml),"28,000","21,000",999+
마몽드,[대용량] 마몽드 로즈 워터 토너 500ml,"30,000","21,000",999+
커리쉴,[1월올영픽/실키오일세럼13ml증정]커리쉴 에프터 살롱 케어 헤어팩 트리트먼트 250ml,"28,000","21,000",999+
유기농본,유기농본생리대 팬티라이너 롱 14개입,"2,400","1,900",397
글램팜,[서강준 PICK] 글램팜 컴팩트 미니고데기 2종 택1,"84,000","82,000",14
헉슬리,헉슬리 바디오일 100ml 2종 택1,"45,000","36,000",999+
유세린,유세린 하이알루론 부스팅에센스 100ml,"48,000","36,000",533
아떼,아떼 바이탈 씨 좀 토닝 컨센트레이트 기획(20ml+10ml*2ea),"45,000","36,000",287
에스트라,에스트라 리제덤365 모공탄력 캡슐세럼 30ml,"48,000","36,000",999+
피카소,피카소 윤기창조 FB17 파운데이션 브러쉬 기획(단독증정),"57,000","35,060",787
비욘드,비욘드 엔젤아쿠아 보습장벽크림 150ml 1+1기획 (비건),"25,000","20,800",753
에스쁘아,[세레나데 재출시] 에스쁘아 더슬릭 립스틱 크림매트 7colors,"26,000","20,800",999+
브링그린,브링그린 대나무히알루수분크림75mL더블기획_NEW,"34,200","20,800",999+
에뛰드,[조효진개발] 에뛰드 그림자 쉐딩 브러쉬 3종 택1,"5,000","4,500",999+
코스알엑스,[화해1위] 코스알엑스 더 레티놀 0.1 크림 20ml,"25,000","20,700",746
좋은느낌,좋은느낌 유기농 탐폰 2종 택 1 (레귤러 / 슈퍼 12P),"10,800","8,600",151
피카소,피카소 195 컨실러 브러쉬,"29,000","20,670",70
소프리스,소프리스 발뒤꿈치만 집중필링 마스크,"3,800","3,400",999+
브링그린,[백현 PICK] 브링그린 티트리시카포어코팩 3매입,"7,900","5,510",999+
딜라이트 프로젝트,[온라인단독]딜라이트 프로젝트 곤약워터젤리 10개입 2종 택 1,"19,000","8,500",369
피캄,피캄 베리어 사이클 락토P 토너200ml 기획(+화장솜 증정),"23,000","20,500",999+
비비랩,[1월 올영픽]비비랩 석류콜라겐S 14포 (2주분),"25,900","12,900",999+
미쟝센,[NEW] 미쟝센 퍼펙트 노 워시 트리트먼트 미스트 250ml 대용량,"19,900","12,900",999+
브링그린,[NEW] 브링그린 티트리 시카 포어 클레이팩 스트롱 100g,"19,000","12,900",6
닥터자르트,닥터자르트 더마스크 워터젯 바이탈 하이드라 솔루션,"6,500","3,250",999+
보다나,보다나 컴팩트 판고데기 28mm 파우더블루,"39,600","35,200",57
이너시아,이너시아 더 프리즘 유기농 생리대 7종 택 1,"8,500","8,100",999+
필리밀리,[NEW] 필리밀리S 풀커버파운데이션브러시825,"22,500","20,250",15
투쿨포스쿨,투쿨포스쿨 바이로댕 헤어 쉐이딩 (본품+퍼프+브러쉬),"16,000","12,800",999+
에뛰드,에뛰드 팡팡 헤어 섀도우 3.5G [다크브라운/라이트브라운/블랙] 3종 택1,"16,000","12,800",999+
식물나라,[NEW] 식물나라 뽀얀쌀 맑은톤 클리어패드 100매,"19,800","12,800",173
티원콜라겐,[단독기획] 티원콜라겐 프리미엄 블랙 기획 (본품+파우치2장+스파출러),"38,500","35,100",140
메디큐브,메디큐브 레드 이레이징 크림 2.0 50ml,"25,200","20,200",130
아임오,아임오 유기농 생리대 3팩 5종 택 1(라이너 / 소 / 중 / 대 / 오버나이트),"13,200","8,500",136
페리페라,[기획] 페리페라 잉크올블랙카라 (1+1) 기획세트,"15,000","12,750",999+
닥터디퍼런트,[올영단독] 닥터디퍼런트 비타리프트 에이 포르테 더블 기획,"93,600","79,560",999+
테라브레스,테라브레스 마우스 로젠지 캔디 만다린민트향 100개입,"22,900","20,100",626
블리스텍스,[NEW] 블리스텍스 딥리뉴얼 립밤 3.7g,"5,500","3,140",999+
민티드,민티드 프리미엄 고체치약 2종 택1 (90정/180정),"11,900","10,900",424
파파레서피,파파레서피 가지 클리어링 수분 각질 필링 패드 토너 70매,"25,000","20,000",228
비레디,비레디 블루 수분 선크림 50ml 기획세트 (+20ml 증정),"25,000","20,000",167
헉슬리,헉슬리 퍼퓸 샤쉐 모로칸 가드너 20g,"21,000","19,950",129
필리밀리,필리밀리 비건페이스타월,"5,500","5,200",956
메이크힐,메이크힐 원피엘 파운데이저 파운데이션 28g,"30,000","19,900",517
폰즈,폰즈 클리어 스파 립앤아이 리무버 300ml,"24,500","12,500",999+
리쥬란,[광노화케어_신소재적용] 리쥬란 바이옴 힐러 유스 포뮬러 크림 50ml,"49,000","34,500",174
아이소이,[응급스팟] 아이소이 아크니닥터 1st 스피디 스팟 14ml 기획 (14ml+응급패드 4매),"24,800","19,800",999+
마르시끄,마르시끄 인리치드 비건 블랙 속눈썹 영양제,"24,800","19,800",801
런드리유,[단독기획]런드리유 클린 페이스 가글 스트롱 젤 투 폼 클렌저 기획세트,"22,000","19,800",999+
라네즈,라네즈옴므 액티브워터 2종 기획 (미니어처 3종 포함),"53,000","34,450",638
인클리어,[의료기기] 렛츠인클리어 질세정기 2종 택1 (렛츠인클리어 2P / 렛츠인클리어 9P),"8,000","6,900",999+
티젠,티젠 콤부차 10+5T 어워즈 한정기획 (2023) 2종 택1,"7,500","5,100",474
박준뷰티랩,[대용량]박준뷰티랩 아르간 샴푸 1150ml,"13,800","12,400",999+
비오템 옴므,비오템옴므 아쿠아파워 어드밴스드 젤 로션 100ML,"92,000","78,200",45
포맨트,포맨트 히든 립밤 3.6g,"8,900","8,000",601
메이블린,메이블린뉴욕 스카이하이 마스카라,"19,000","12,350",999+
르멘트,[모하비PICK] 르멘트 컬러 네일 31종 & 다즐링 하드너,"15,000","12,000",999+
미샤,미샤 비타씨플러스 잡티씨 탄력 앰플 40ml,"28,000","19,600",999+
라운드랩,[NEW] 라운드랩 소나무 진정 시카 앰플 기획 (+진정 크림 10ml 증정),"24,000","19,600",999+
타입넘버,타입넘버 핸드크림 40ml 5종 택 1,"12,000","10,800",999+
폰즈,[1월 올영픽 / 리무버&클렌징폼 증정] 폰즈 클리어 스파 피부 청정 클렌징 오일 200ml 기획세트,"18,900","12,300",60
에스쁘아,에스쁘아 노머징 마스카라 워터프루프 XP,"23,000","19,550",900
VDL,VDL 치크스테인 블러셔,"23,000","19,550",654
에치와이,에치와이 갓비움 야쿠르트 100ml,"3,900","2,920",941
삐아,[NEW리본에디션] 삐아 로 틴트,"16,000","12,260",999+
에르고바디,에르고바디 소프디 풋파일 듀오 기획,"23,000","19,500",999+
크리니크,크리니크 래쉬 파워 컬링 마스카라 01 블랙 오닉스,"40,000","34,000",37
푸드올로지,[봉선 PiCK] 톡스올로지 클렌즈 비움 50ml*6병+1병 증정 기획,"22,900","19,470",902
더블유드레스룸,W.DRESSROOM 드레스퍼퓸 시즌3 80ml/160ml 6종 택1,"6,900","4,950",756
겐조,[NEW] 라 컬렉션 겐조 메모리 시엘 매그놀리아 EDP 75ml,"129,000","77,400",30
클리너리,클리너리 오라밸런스 덴탈케어 30정,"39,800","33,900",40
다슈,[2023 어워즈] 다슈 클래식 스타일 그루밍 토닉 200ml 어워즈 한정기획 (본품+그루밍 토닉 100ml+메가 홀드,"18,000","12,160",999+
웨이크메이크,[NEW] 웨이크메이크 파운데이션 브러시 3종 (기획/와이드/퍼프핏),"20,000","18,000",607
에스트라,에스트라 리제덤365 밀도탄력 캡슐크림 50ml,"45,000","33,700",920
카밀,"[림PICK] 카밀 비건 립밤 택1 ( 클래식, 자몽, 피치) 4.2g","7,200","4,860",999+
닥터트웬티프로젝트,닥터트웬티프로젝트 리프덤 오토 아이크림20ml,"42,000","33,600",355
라운드랩,[NEW] 라운드랩 약콩 판테놀 크림 80ml 1+1 기획,"34,000","33,600",743
빼바,[성해은PICK/노슈가 프로틴바] 빼바 리얼초콜릿 프로틴바 40g 1BOX(9개입) 2종 택1 (다크/화이트),"24,000","19,200",999+
넥스케어,[OY단독]넥스케어 블레미쉬 패치 케어 63+48매 기획팩,"9,600","7,700",999+
에스티로더,"에스티 로더 더블웨어 파운데이션 기획(+펌핑기, 갈색병 세럼 7ml 증정)/단품 택1","87,000","73,950",999+
벨먼,벨먼 내추럴 스파 수분광채 스크럽워시 400ml 6종 택 1,"12,900","11,900",999+
AHC,AHC 에센스케어 클렌징오일 에메랄드 125ml,"19,000","11,900",168
페리오,페리오 화이트나우 미백패치 택1 (일주일팩 14P / 8P*8 (64입)),"21,000","11,900",999+
grn+,grn+ 갈색이 효소 14포 (14일분),"16,000","11,900",924
아비노,[NEW] 아비노 스킨 릴리프 핸드크림 100g,"10,900","7,600",999+
라운드어라운드,라운드어라운드 그린티 트러블 버블 폼 200ml 리필 기획세트,"28,800","19,000",999+
라로슈포제,라로슈포제 NEW 시카플라스트밤B5+ 100ml,"39,000","33,150",999+
베러데이,베러데이 키즈데이 포도맛 츄어블(종합비타민) 90정(30일분),"36,000","33,150",8
베러데이,베러데이 키즈데이 칼마디 초코맛 120정(30일분),"36,000","33,150",14
식물나라,식물나라 산소수 가벼운 수분 선젤로션 SPF50+PA++++,"14,800","11,800",999+
식물나라,식물나라 산소수워터프루프선크림(대용량) 100mL,"19,000","11,800",999+
브링그린,[백현 PICK] 브링그린 티트리시카센시티브클렌징워터500mL_NEW,"16,000","11,800",503
커리쉴,커리쉴 모이스처 글로우 헤어 에센스 70ml,"21,000","18,900",999+
에스네이처,[화해수상] 에스네이처 블랑쉬 클렌저 260ml,"26,000","18,900",176
에스네이처,[화해1위] 에스네이처 아쿠아 오아시스 토너 300ml,"24,000","18,900",999+
일리윤,[1월 올영픽] 일리윤 MD 레드이치 오일 200ML 기획(크림 30ML 증정),"24,000","18,900",827
